844,0.609393423804,1062,0.295666792974,1206,0.232998211405,573,0.204854478231,526,6.26824395168,583,3.17462297987,632,1.25008665265,681,0.592356428899,724,0.82595244314
931,0.806735956805,1084,0.278975523845,1253,0.272065142542,1406,0.392326743436,682,3.05852469707,750,3.35959780992,816,1.09625343968,770,0.622852207405,834,0.854814745517
854,0.824605618415,999,0.319377889746,1140,0.222951789955,501,0.493254214208,524,3.55601596884,581,4.0912167535,626,1.11151030868,688,1.01948277324,735,1.01061635488
940,0.729007250914,1097,0.29267335342,1262,0.254134773688,1418,0.34642398574,528,6.00700157048,576,6.82402526877,631,1.70417323979,682,1.10524331186,735,1.01258598375
944,0.516860574822,1098,0.327040324991,1254,0.204366422801,1419,0.294103700054,528,8.14047098284,578,4.48750562993,627,1.73133974227,685,1.01906653847,736,1.00677713315
938,0.629543422519,1106,0.296364719857,1250,0.190783311892,1416,0.351371077442,555,8.01600678698,575,3.21071420193,799,1.17815621977,877,1.04745482765,938,0.657577463773
1225,0.644645736519,976,0.320783198989,1127,0.260407571008,1268,0.436885986418,501,1.43475556735,513,3.72430757561,564,1.81327442614,619,0.885449011691,669,0.844363893521
854,0.862239667964,991,0.335078073296,1134,0.219563605472,1283,0.342750632658,500,1.34776386821,520,6.05532554016,564,1.5942107673,614,0.964010923437,663,1.02923983052
836,0.564437488416,989,0.34546982344,1128,0.272860085142,1267,0.426728004665,502,1.38329495662,525,4.66716110437,574,1.72351460267,621,1.26052527108,669,0.828698020856
857,0.907676774649,994,0.332141885504,1134,0.250553668384,1277,0.383319585991,511,1.03159751144,523,4.6896999346,571,2.33166477968,625,1.13527983479,671,0.985325735091
863,0.691584279994,1002,0.375951980344,1198,0.231056795237,1275,0.336173854913,948,0.906023851827,523,5.33331933603,568,1.65306142275,625,1.36133069522,671,0.958555364643
864,0.643507032092,1006,0.323166004084,1443,0.198274831177,550,1.00163734497,604,7.182990083,663,4.01180837299,724,1.51246986967,626,0.946927590498,709,0.956092677768
860,0.749406635464,1059,0.337734022885,1219,0.204708341014,1274,0.36414034116,936,1.06560778794,525,5.14812439491,567,1.47916519973,614,0.760040327994,663,0.872634311324
