436,0.247087709152,400,0.144286577912,340,0.122137081087,325,0.260023786421,369,0.641855104816,394,0.522343107018,476,0.447015069614,645,0.249772747436,921,0.110696430404,816,0.215723171649,563,0.181717907542
334,0.573865867596,1158,0.150699682158,325,0.113773287232,313,0.290411135755,388,0.629848032852,463,0.544845084575,565,0.568846112065,552,0.180406287552,303,0.300329356533,780,0.145490623771,321,0.132750548176
571,0.235276894418,490,0.169463978212,332,0.0941271178921,362,0.252914365996,329,0.551278928082,373,0.728282299573,439,0.617742521362,512,0.189441957581,340,0.106946581358,785,0.148808084304,911,0.124316624389
460,0.201733667731,379,0.161842219439,440,0.180214160321,947,0.246483994741,304,0.251127271466,314,1.77246673872,380,0.830534331758,402,0.200179719846
462,0.181277490868,380,0.156713744713,518,0.103775015496,367,0.206453004715,337,0.589771146012,375,0.54037126177,344,0.963860615674,405,0.359530745316,591,0.13923295594,638,0.136839347113,939,0.135610289619
441,0.191125460163,369,0.14359433862,441,0.103575592554,319,0.269111836686,344,0.571616388372,445,0.452716069988,442,0.594412359179,556,0.168017146459,375,0.11381174283,594,0.184433414342,473,0.213637874778
455,0.198862361543,363,0.138428493804,492,0.110888774482,415,0.262428521708,351,0.765806949793,479,0.463173429245,614,0.358670156597,570,0.160606061282,584,0.133830787942,705,0.215619746738,1016,0.132621054682
435,0.181270146732,484,0.138906488275,919,0.111926522602,326,0.223703928236,328,0.259158109782,301,0.292334218786,342,0.733930675654,798,0.254199583634,667,0.198277923868,613,0.375132101693,675,0.203342120871
411,0.343139338582,340,0.327214231528,474,0.210234303486,1016,0.184171197812,728,0.17503170876,313,0.223666292303,336,0.653883372345,1043,0.232221102037,854,0.219692259948,513,0.382090591248,573,0.256829677515
333,0.31605703397,511,0.198122824692,393,0.265421545366,862,0.24652183181,309,0.237103611157,315,1.22971526849,380,0.811808270254,1042,0.258182577606,454,0.227591669118,510,0.420600684799,504,0.310454786505
335,0.307410515486,976,0.187298223217,689,0.150243799641,854,0.183021120393,732,0.156841698898,1214,0.280121519645,373,0.825303758315,888,0.175742175409,447,0.222651523726,505,0.431715230398,626,0.184903569842
337,0.3156954523,315,0.285853143892,393,0.178834298234,856,0.240567733712,1023,0.17950357061,321,0.210211747056,335,0.777174872172,1039,0.227791949193,452,0.260601068992,553,0.396909290102,566,0.317035614024
333,0.443248124622,509,0.151832086698,395,0.161539222599,864,0.216187644777,302,0.151526130913,302,0.224684205269,330,0.856162232993,1033,0.206778242553,444,0.242476152151,512,0.504890034249,564,0.256791373308
325,0.326735715372,972,0.206978519019,391,0.21368162121,866,0.297083520407,1040,0.151007447924,1208,0.22467911384,333,0.592141319994,1035,0.243908320826,863,0.270856681747,513,0.468949339686,562,0.241906889978
